2023-11-16 15:03:51.682 [main] INFO  com.example.demo.SpringApiApplication - Starting SpringApiApplication using Java 17.0.9 with PID 3244446 (/home/e20190003865/Bureau/HAI913I_TP3/SpringAPI/target/classes started by adam.said@etu.umontpellier.fr in /home/e20190003865/Bureau/HAI913I_TP3/SpringAPI)
2023-11-16 15:03:53.442 [cluster-ClusterId{value='65562148df4e58080c7e656d', description='null'}-ac-kp5st8y-shard-00-02.jm44ngx.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-kp5st8y-shard-00-02.jm44ngx.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=340903667, setName='atlas-gf1lt0-shard-0', canonicalAddress=ac-kp5st8y-shard-00-02.jm44ngx.mongodb.net:27017, hosts=[ac-kp5st8y-shard-00-00.jm44ngx.mongodb.net:27017, ac-kp5st8y-shard-00-02.jm44ngx.mongodb.net:27017, ac-kp5st8y-shard-00-01.jm44ngx.mongodb.net:27017], passives=[], arbiters=[], primary='ac-kp5st8y-shard-00-01.jm44ngx.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=8, topologyVersion=TopologyVersion{processId=65534c835ae6188450f4b4f2, counter=3}, lastWriteDate=Thu Nov 16 15:03:53 CET 2023, lastUpdateTimeNanos=518365302195617}
2023-11-16 15:03:53.442 [cluster-ClusterId{value='65562148df4e58080c7e656d', description='null'}-ac-kp5st8y-shard-00-00.jm44ngx.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-kp5st8y-shard-00-00.jm44ngx.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=340997117, setName='atlas-gf1lt0-shard-0', canonicalAddress=ac-kp5st8y-shard-00-00.jm44ngx.mongodb.net:27017, hosts=[ac-kp5st8y-shard-00-00.jm44ngx.mongodb.net:27017, ac-kp5st8y-shard-00-02.jm44ngx.mongodb.net:27017, ac-kp5st8y-shard-00-01.jm44ngx.mongodb.net:27017], passives=[], arbiters=[], primary='ac-kp5st8y-shard-00-01.jm44ngx.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=8, topologyVersion=TopologyVersion{processId=65534a347e5167862a2c23b8, counter=4}, lastWriteDate=Thu Nov 16 15:03:53 CET 2023, lastUpdateTimeNanos=518365301772600}
2023-11-16 15:03:53.450 [cluster-ClusterId{value='65562148df4e58080c7e656d', description='null'}-ac-kp5st8y-shard-00-01.jm44ngx.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-kp5st8y-shard-00-01.jm44ngx.mongodb.net:27017 with max election id 7fffffff0000000000000107 and max set version 8
2023-11-16 15:04:01.411 [http-nio-8080-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-16 15:04:01.411 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-11-16 15:04:01.412 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-11-16 15:04:16.592 [http-nio-8080-exec-3] INFO  com.example.demo.service.ProductService - User update a new product: Product{id='65561b697ae9e594656ce927', name='iPhone 14', price=599.99, expirationDate=null}
2023-11-16 15:05:12.872 [RMI TCP Connection(2)-127.0.0.1] INFO  org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2023-11-16 15:05:12.879 [RMI TCP Connection(2)-127.0.0.1] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
2023-11-16 15:05:12.880 [RMI TCP Connection(2)-127.0.0.1] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2023-11-16 15:05:12.883 [RMI TCP Connection(2)-127.0.0.1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-11-16 15:05:12.892 [RMI TCP Connection(2)-127.0.0.1] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2023-11-16 15:05:12.895 [RMI TCP Connection(2)-127.0.0.1] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-8080"]
